"ENSEMBL","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000119403","26147","PHF19","PHD finger protein 19",1.20966561751164,4.88997352396517,6.89938411308971,9.18890536531206e-08,8.65721966678154e-05,7.86324930859283
"ENSG00000184922","752","FMNL1","formin like 1",2.23654867752501,5.00392408200705,6.88774714084441,9.49250427226178e-08,8.65721966678154e-05,7.83365407679582
"ENSG00000069493","29121","CLEC2D","C-type lectin domain family 2 member D",2.30835630516097,3.99390967543942,6.86735456243395,1.00492401009943e-07,8.65721966678154e-05,7.81091762688959
"ENSG00000129993","863","CBFA2T3","CBFA2/RUNX1 partner transcriptional co-repressor 3",1.53813966541716,3.96722014917011,6.85649930432404,1.03589663876117e-07,8.65721966678154e-05,7.78083409461492
"ENSG00000104894","951","CD37","CD37 molecule",3.46158422886125,4.31038672296109,6.85513240719183,1.03986463005864e-07,8.65721966678154e-05,7.77619438611685
"ENSG00000106948","80709","AKNA","AT-hook transcription factor",1.77866359180448,6.05042254651148,6.83766425545124,1.09194911376465e-07,8.68373688019498e-05,7.66346940551874
"ENSG00000164483","154075","SAMD3","sterile alpha motif domain containing 3",2.62244458556311,1.23545486305273,6.83097511986826,1.11258640361243e-07,8.68373688019498e-05,7.62476551041606
"ENSG00000104635","23516","SLC39A14","solute carrier family 39 member 14",-1.39191119575384,7.66121936144172,-6.81115534112526,1.17608212540156e-07,8.90115974667553e-05,7.58181203263685
"ENSG00000069424","8514","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2",1.827006765391,4.84200769195344,6.77242916207237,1.31093504963496e-07,9.15119600341928e-05,7.51676811974817
"ENSG00000243811","140564","APOBEC3D","apolipoprotein B mRNA editing enzyme catalytic subunit 3D",2.35375918028728,2.53836829683163,6.76143540496969,1.35199660470322e-07,9.15119600341928e-05,7.53103024191213
"ENSG00000165105","158158","RASEF","RAS and EF-hand domain containing",-1.03087275783125,5.54187272993837,-6.75984702784858,1.35803583537603e-07,9.15119600341928e-05,7.45729078861739
"ENSG00000126860","2123","EVI2A","ecotropic viral integration site 2A",2.64700415627243,2.10903312394663,6.75915655681322,1.36066960680136e-07,9.15119600341928e-05,7.50801016379084
"ENSG00000204287","3122","HLA-DRA","major histocompatibility complex, class II, DR alpha",1.82891090318224,7.68152340843427,6.75096365218697,1.3923184182012e-07,9.15119600341928e-05,7.42048439140025
"ENSG00000204642","3134","HLA-F","major histocompatibility complex, class I, F",1.72268862501463,6.48501573252281,6.72055072838687,1.51645918577763e-07,9.71156015999539e-05,7.33558470090622
"ENSG00000123329","64333","ARHGAP9","Rho GTPase activating protein 9",2.98873289231949,4.43654647015725,6.70177557781626,1.59862861408637e-07,9.85346611247861e-05,7.35016267433225
"ENSG00000129675","9459","ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6",1.43964441001958,4.90059208505181,6.69759685701988,1.61752126285884e-07,9.85346611247861e-05,7.30813914252219
"ENSG00000206337","10866","HCP5","HLA complex P5",1.73720961638798,4.83709366047457,6.68133499887056,1.69321852172872e-07,9.87349674879851e-05,7.26559767583238
"ENSG00000120899","2185","PTK2B","protein tyrosine kinase 2 beta",1.67142309178101,5.98504153436263,6.67994069778182,1.69987331917976e-07,9.87349674879851e-05,7.22814728133583
"ENSG00000075420","64778","FNDC3B","fibronectin type III domain containing 3B",-0.695497908475438,6.49679599475433,-6.66383074179944,1.77870965813613e-07,0.000100966028230927,7.17376098563493
"ENSG00000137841","5330","PLCB2","phospholipase C beta 2",2.61375209746279,4.8450663173898,6.65476378522461,1.82469594176884e-07,0.000101094628800635,7.20425181282655
"ENSG00000125354","23157","SEPTIN6","septin 6",2.06818763530444,5.19771803849619,6.64423970332363,1.87958265209107e-07,0.000101094628800635,7.15769791183239
"ENSG00000204257","3108","HLA-DMA","major histocompatibility complex, class II, DM alpha",1.49307611865493,5.78148259691321,6.63995481226081,1.90240533056928e-07,0.000101094628800635,7.12167263045903
"ENSG00000125510","4987","OPRL1","opioid related nociceptin receptor 1",1.89370233807199,0.934723015855883,6.62104483516788,2.00652066907879e-07,0.000101620039657229,7.04522209673787
"ENSG00000166211","121599","SPIC","Spi-C transcription factor",4.00410632869809,-5.01715288403409,6.61823300117424,2.02248684426347e-07,0.000101620039657229,4.68527398055651
"ENSG00000168918","3635","INPP5D","inositol polyphosphate-5-phosphatase D",2.12726874724115,5.44037860301887,6.61286995944982,2.05329631466787e-07,0.000101620039657229,7.06163227095909
"ENSG00000180448","23526","ARHGAP45","Rho GTPase activating protein 45",2.53067656288777,5.90456563054572,6.60700106595532,2.08755585112677e-07,0.000101620039657229,7.03551861972725
"ENSG00000139190","6843","VAMP1","vesicle associated membrane protein 1",0.90749327923313,6.33852541393459,6.59886617099748,2.13600097840965e-07,0.000101620039657229,6.99475645358056
"ENSG00000180353","3059","HCLS1","hematopoietic cell-specific Lyn substrate 1",1.98350044126073,5.70197060897366,6.59273882130179,2.17323983051471e-07,0.000101620039657229,6.99657508778492
"ENSG00000115956","5341","PLEK","pleckstrin",2.35804628634513,3.51784175764794,6.58886802544582,2.19710207458774e-07,0.000101620039657229,7.06599617163884
"ENSG00000166707","644353","ZCCHC18","zinc finger CCHC-type containing 18",2.31542116603232,0.833601706751024,6.56790967179102,2.3309798220919e-07,0.000102821873603037,6.90940739226034
"ENSG00000019582","972","CD74","CD74 molecule",1.68356215250661,10.0395216554339,6.56609022277747,2.34298413307514e-07,0.000102821873603037,6.93754961978503
"ENSG00000102554","688","KLF5","Kruppel like factor 5",-1.26979904529087,5.35520632429812,-6.56554531630055,2.34659144593734e-07,0.000102821873603037,6.9250579652972
"ENSG00000007129","90273","CEACAM21","CEA cell adhesion molecule 21",2.32346664216076,0.502713636401,6.55451429872483,2.42083665352863e-07,0.000104246234928502,6.83568578653872
"ENSG00000185404","93349","SP140L","SP140 nuclear body protein like",1.32785034836348,4.33251608134644,6.54739885092843,2.46998296216434e-07,0.000104559821123757,6.9154303459012
"ENSG00000154447","57630","SH3RF1","SH3 domain containing ring finger 1",-0.977225794160271,5.41337531538356,-6.53999314892568,2.52220536348295e-07,0.000104991001930583,6.85362481926941
"ENSG00000213443",NA,NA,NA,2.17615026845414,2.28305482338546,6.51707901075637,2.69096306321286e-07,0.000110025268828859,6.87226165784313
"ENSG00000140368","9051","PSTPIP1","proline-serine-threonine phosphatase interacting protein 1",2.69257382993111,3.22058677087561,6.51182378072173,2.73124866567476e-07,0.000110025268828859,6.86107492594803
"ENSG00000170006","201799","TMEM154","transmembrane protein 154",2.70326155654362,2.05582818821701,6.49714993849891,2.84699157231896e-07,0.000112075954870295,6.80874324240531
"ENSG00000110934","51411","BIN2","bridging integrator 2",2.66300521560484,3.25502601486059,6.4886007970869,2.91669649962449e-07,0.000112075954870295,6.79784918295151
"ENSG00000147138","84636","GPR174","G protein-coupled receptor 174",3.41610028863728,0.620425863642078,6.4833388682318,2.96045392850338e-07,0.000112075954870295,6.66965963667784
"ENSG00000077420","54518","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein",2.5021771158934,3.24833222558012,6.47825607787895,3.00335129613761e-07,0.000112075954870295,6.76965760915116
"ENSG00000223534","106480429","HLA-DQB1-AS1","HLA-DQB1 antisense RNA 1",2.75692745296067,0.484425521591507,6.4743827396211,3.03646232926258e-07,0.000112075954870295,6.59171675808054
"ENSG00000162004","124093","CCDC78","coiled-coil domain containing 78",2.20016473896728,0.902343291661802,6.47005339368282,3.07390814831492e-07,0.000112075954870295,6.65821191274126
"ENSG00000272144",NA,NA,NA,2.05876815461114,-0.157152538932868,6.46749347200846,3.09626877244167e-07,0.000112075954870295,6.49975132240684
"ENSG00000179583","4261","CIITA","class II major histocompatibility complex transactivator",2.21505565270341,5.07129343736155,6.45728630382996,3.18707296441163e-07,0.000112439114626085,6.64043542849174
"ENSG00000185862","2124","EVI2B","ecotropic viral integration site 2B",3.25007686711442,3.74583027593019,6.45234001326219,3.23203859070197e-07,0.000112439114626085,6.69157644913791
"ENSG00000105122","64926","RASAL3","RAS protein activator like 3",2.46977030944471,4.87692727610633,6.44784565485839,3.27345121544663e-07,0.000112439114626085,6.62744559823905
"ENSG00000205413","54809","SAMD9","sterile alpha motif domain containing 9",1.94630578386173,3.67068890606105,6.44645461202797,3.286377069068e-07,0.000112439114626085,6.67068837559001
"ENSG00000074370","489","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3",2.25005949150684,5.99594950645174,6.43758390905991,3.37002670648884e-07,0.000113742955434142,6.55970541333881
"ENSG00000100351","9402","GRAP2","GRB2 related adaptor protein 2",2.57914249317923,1.94807105814426,6.41936585472607,3.54862612229566e-07,0.000116552491641312,6.60014571148424
"ENSG00000185669","333929","SNAI3","snail family transcriptional repressor 3",1.99900548771987,0.945711360572311,6.41789734797758,3.56343226474231e-07,0.000116552491641312,6.52154981691155
"ENSG00000196405","51466","EVL","Enah/Vasp-like",1.2876431549823,7.03425510804707,6.40424391523222,3.70411373782026e-07,0.000116552491641312,6.45258680582962
"ENSG00000263391",NA,NA,NA,3.22287167106318,-3.96995765122567,6.40312026514002,3.71593835389351e-07,0.000116552491641312,4.70951388698066
"ENSG00000100055","27128","CYTH4","cytohesin 4",2.49740788655443,3.84719652946275,6.40177085554235,3.73018910493159e-07,0.000116552491641312,6.54348602870328
"ENSG00000143119","963","CD53","CD53 molecule",3.02408543137537,4.5436088203056,6.40148040674917,3.73326366564099e-07,0.000116552491641312,6.52137958433586
"ENSG00000112303","8875","VNN2","vanin 2",2.89098786736416,1.75413574757954,6.39622899228044,3.78929621924381e-07,0.000116841311570165,6.5091679942025
"ENSG00000240219",NA,NA,NA,2.0245011644116,2.35302831062893,6.39047705505284,3.85164424479374e-07,0.000117315447143864,6.53271096570989
"ENSG00000185477","285513","GPRIN3","GPRIN family member 3",1.733887665489,4.50191212803998,6.37692728119307,4.00264177893804e-07,0.00011847080501621,6.44563378775824
"ENSG00000214999","107985075","LOC107985075","uncharacterized LOC107985075",3.4109563925419,-2.70920092165231,6.36885749381038,4.09539597002685e-07,0.00011847080501621,5.31841997523997
"ENSG00000083457","3682","ITGAE","integrin subunit alpha E",0.949781499582672,3.76591838747578,6.36855344921299,4.09893276487652e-07,0.00011847080501621,6.45099263752056
"ENSG00000196126","3123","HLA-DRB1","major histocompatibility complex, class II, DR beta 1",1.43560082955694,7.32989412209762,6.36228180844029,4.17257921953802e-07,0.00011847080501621,6.3365572096604
"ENSG00000122043",NA,NA,NA,3.49849990283594,-4.96428305071801,6.36154266385075,4.1813463517284e-07,0.00011847080501621,4.30571950886237
"ENSG00000076662","3385","ICAM3","intercellular adhesion molecule 3",2.33342606572152,3.86127545352142,6.35791533066882,4.22464109804169e-07,0.00011847080501621,6.42444383959206
"ENSG00000140853","84166","NLRC5","NLR family CARD domain containing 5",1.70272367379715,5.94617561527407,6.35455523428854,4.26514981147854e-07,0.00011847080501621,6.32376416448981
"ENSG00000015285","7454","WAS","WASP actin nucleation promoting factor",2.73123889534193,3.25232938413629,6.35034219441187,4.31649590446326e-07,0.00011847080501621,6.42113261519733
"ENSG00000043462","3937","LCP2","lymphocyte cytosolic protein 2",1.78323551923499,4.21417464715139,6.34579918401514,4.37256285432476e-07,0.00011847080501621,6.36277146368621
"ENSG00000246575",NA,NA,NA,1.51357494492772,0.323969335026844,6.34273781430012,4.41075830640546e-07,0.00011847080501621,6.26091793202006
"ENSG00000122986","84329","HVCN1","hydrogen voltage gated channel 1",2.15901915776183,1.98722689947712,6.34082223598632,4.43482928166854e-07,0.00011847080501621,6.38976515663295
"ENSG00000165178","654817","NCF1C","neutrophil cytosolic factor 1C pseudogene",3.8195182564705,0.168558026163543,6.3389264008614,4.45878270000149e-07,0.00011847080501621,6.18785609972229
"ENSG00000026950","11119","BTN3A1","butyrophilin subfamily 3 member A1",1.91614753829959,5.69575636836588,6.32906776507881,4.58546537787846e-07,0.00011925500344299,6.26145264608864
"ENSG00000138964","64098","PARVG","parvin gamma",2.83217685324504,4.26307757799659,6.32489102945412,4.64022573890702e-07,0.00011925500344299,6.31862628433288
"ENSG00000167895","147138","TMC8","transmembrane channel like 8",3.24963026663184,5.14188392002951,6.3230431282106,4.66466332553667e-07,0.00011925500344299,6.27884749805077
"ENSG00000076928","9138","ARHGEF1","Rho guanine nucleotide exchange factor 1",1.24940951576918,7.73440953082135,6.31501357914889,4.77236744999504e-07,0.00011925500344299,6.20651939546725
"ENSG00000172543","1521","CTSW","cathepsin W",2.49902150755383,2.23429474182447,6.31438143106401,4.78095256420963e-07,0.00011925500344299,6.32421187463302
"ENSG00000211772",NA,NA,NA,3.04330866738174,4.36892649766209,6.31204245822975,4.81285355021958e-07,0.00011925500344299,6.27972586975565
"ENSG00000092929","201294","UNC13D","unc-13 homolog D",1.59590352282313,4.95068437022066,6.31133594551852,4.8225317695956e-07,0.00011925500344299,6.23491568151537
"ENSG00000023892","50619","DEF6","DEF6 guanine nucleotide exchange factor",2.09299654768349,4.6924036441946,6.30185146626998,4.95437311922814e-07,0.000121314140221414,6.22613086509427
"ENSG00000153283","10225","CD96","CD96 molecule",2.07862134144971,3.35459123244518,6.29787514473458,5.01072337423602e-07,0.000121502744655261,6.26967058542545
"ENSG00000151693","8853","ASAP2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",-0.802476671250252,4.70928306017577,-6.29148882775647,5.10258332993849e-07,0.000122540501200523,6.18912676159893
"ENSG00000140030","8477","GPR65","G protein-coupled receptor 65",2.48272073575382,0.546147203538538,6.28476070824661,5.20119844001148e-07,0.000123547230818778,6.14467994568638
"ENSG00000110324","3587","IL10RA","interleukin 10 receptor subunit alpha",2.21524052393504,4.60141270582979,6.28191826193801,5.24343628555032e-07,0.000123547230818778,6.17301901671358
"ENSG00000204261","100507463","PSMB8-AS1","PSMB8 antisense RNA 1 (head to head)",1.60620101934432,3.22601012788658,6.27603597826162,5.33194743482595e-07,0.000124458616011414,6.21357311178672
"ENSG00000102879","11151","CORO1A","coronin 1A",2.9998973743497,4.97862847389895,6.26733451785987,5.46565071121564e-07,0.000126398233484557,6.12625785818164
"ENSG00000160593","120425","JAML","junction adhesion molecule like",2.46966128110306,3.24139257735438,6.25094475873506,5.72674444473035e-07,0.000131080219766999,6.14784191499916
"ENSG00000136167","3936","LCP1","lymphocyte cytosolic protein 1",2.41150118433012,5.18617217041019,6.24811553646702,5.77307181869389e-07,0.000131080219766999,6.06041471428579
"ENSG00000167984","197358","NLRC3","NLR family CARD domain containing 3",2.13304099826831,3.9529997478604,6.23931538119897,5.91960129343424e-07,0.000133196362076409,6.08646473501961
"ENSG00000214212","255809","C19orf38","chromosome 19 open reading frame 38",1.59710985634343,-0.553642169508695,6.23564082168614,5.98189038933563e-07,0.000133396155682185,5.82114413425242
"ENSG00000065357","1606","DGKA","diacylglycerol kinase alpha",2.14045090441793,5.54064628110376,6.22043400673599,6.24677544335016e-07,0.000137411032494137,5.96501106881057
"ENSG00000005844","3683","ITGAL","integrin subunit alpha L",2.89360023161918,4.5370240517693,6.21617325454476,6.32309236924345e-07,0.000137411032494137,6.00405227335247
"ENSG00000204252","3111","HLA-DOA","major histocompatibility complex, class II, DO alpha",2.18120869760655,4.09713339922313,6.21595752201883,6.3269813968713e-07,0.000137411032494137,6.01679722249347
"ENSG00000267369",NA,NA,NA,2.72387679450206,1.18065700315112,6.20855408213123,6.46191562744144e-07,0.000138355740819811,5.98923333801171
"ENSG00000198561","1500","CTNND1","catenin delta 1",-0.740173441741286,8.72809462053797,-6.20750492954165,6.48127069022977e-07,0.000138355740819811,5.91161013361713
"ENSG00000113231","8622","PDE8B","phosphodiesterase 8B",-1.23699189126478,7.82843860273932,-6.19963405164193,6.62835143125904e-07,0.000139231669716892,5.87952623315683
"ENSG00000229474","197135","PATL2","PAT1 homolog 2",2.54247094163221,1.79545778272611,6.19934608566928,6.63379592260976e-07,0.000139231669716892,6.00822160623936
"ENSG00000167094","158248","TTC16","tetratricopeptide repeat domain 16",2.43688347580644,0.70445948635494,6.19200870099584,6.77405326894878e-07,0.000140990628704387,5.90941555769682
"ENSG00000056558","7185","TRAF1","TNF receptor associated factor 1",1.31783251361391,5.93048602686217,6.18035699345147,7.0029509540169e-07,0.000144550167791344,5.83543754147373
"ENSG00000134516","1794","DOCK2","dedicator of cytokinesis 2",2.80487856656903,4.03508838965991,6.15372430681882,7.55586815015284e-07,0.000153756724711269,5.85639204042742
"ENSG00000196735","3117","HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1",2.19367253942624,4.72538800804749,6.15250301107317,7.58225317785584e-07,0.000153756724711269,5.81092899460748
"ENSG00000082512","7188","TRAF5","TNF receptor associated factor 5",2.08690574262464,4.93704425759979,6.15013568891723,7.63366186106555e-07,0.000153756724711269,5.79210729231588
"ENSG00000054793","10079","ATP9A","ATPase phospholipid transporting 9A (putative)",-0.797245479362061,6.67685004554857,-6.14644821830878,7.7144395490997e-07,0.000153953925796532,5.72896520372263
"ENSG00000270164","101927931","LINC01480","long intergenic non-protein coding RNA 1480",3.25562525345553,1.1185614958486,6.14364078124733,7.77651640184833e-07,0.000153953925796532,5.80934152041868
"ENSG00000167851","11314","CD300A","CD300a molecule",1.77572933518075,2.04033025373778,6.14131274247752,7.82837467014715e-07,0.000153953925796532,5.85437907510895
"ENSG00000010295","25900","IFFO1","intermediate filament family orphan 1",1.34485358763672,5.06478656906364,6.13713334283061,7.92234902921889e-07,0.000154584835432634,5.74485639613051
"ENSG00000187164","57698","SHTN1","shootin 1",-0.788676322423547,5.72982755714473,-6.13336178317734,8.0081286258061e-07,0.000155047064689387,5.70566496744766
"ENSG00000258702",NA,NA,NA,3.44909523729636,-3.61352080600426,6.12925972930872,8.10248793779573e-07,0.000155047064689387,4.43056476899984
"ENSG00000214517","51400","PPME1","protein phosphatase methylesterase 1",-0.656324336588987,5.47154362138992,-6.12797487581567,8.13227317196895e-07,0.000155047064689387,5.69920616097772
"ENSG00000158517","653361","NCF1","neutrophil cytosolic factor 1",3.2328104077848,1.43201372505288,6.11700919926439,8.39100900597173e-07,0.000158497330368288,5.76578797350468
"ENSG00000115165","9595","CYTIP","cytohesin 1 interacting protein",2.84863988256506,3.43881444350046,6.11496462955089,8.44016052970144e-07,0.000158497330368288,5.77593822976111
"ENSG00000185811","10320","IKZF1","IKAROS family zinc finger 1",2.95250953846635,3.85732619310331,6.10085012610942,8.78748111762686e-07,0.000163571218875801,5.71760465358127
"ENSG00000105501","8778","SIGLEC5","sialic acid binding Ig like lectin 5",2.1838317206955,-0.379584512021679,6.09871211831705,8.84133349945275e-07,0.000163571218875801,5.53281030065076
"ENSG00000090104","5996","RGS1","regulator of G protein signaling 1",3.1570566259449,5.25392288206559,6.08896329513042,9.09113387572149e-07,0.00016695599976472,5.62846373533394
"ENSG00000256271","100874235","CACNA1C-AS2","CACNA1C antisense RNA 2",1.98692929882879,-1.31372628705777,6.07894208960738,9.35532803548137e-07,0.000168979467461288,5.21652818694502
"ENSG00000152952","5352","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",-1.14965596590349,6.50329480442806,-6.07803305093468,9.37967280214953e-07,0.000168979467461288,5.53957329717718
"ENSG00000141524","11322","TMC6","transmembrane channel like 6",1.97245844977278,5.72533587488082,6.0771163831079,9.40428650589326e-07,0.000168979467461288,5.55504102165683
"ENSG00000115935","7456","WIPF1","WAS/WASL interacting protein family member 1",1.3888046565152,6.2353892524399,6.06553208228378,9.72100460340053e-07,0.000173422722124665,5.5085589242238
"ENSG00000009790","80342","TRAF3IP3","TRAF3 interacting protein 3",3.29314690387542,3.41055864262052,6.05986481093964,9.87984160024003e-07,0.000175006328941557,5.6196953185619
"ENSG00000205542","7114","TMSB4X","thymosin beta 4 X-linked",1.08925661342394,9.29743121339288,6.04582898089483,1.02845716293718e-06,0.00018089257817971,5.47041530488606
"ENSG00000213402","5790","PTPRCAP","protein tyrosine phosphatase receptor type C associated protein",1.91770368051682,4.79499125438424,6.04021875080675,1.04509794349157e-06,0.000182534029626891,5.49139271924704
"ENSG00000146094","79930","DOK3","docking protein 3",2.41332195849813,3.53645108413172,6.03771072911524,1.05262455963705e-06,0.000182571881954826,5.55241666609691
"ENSG00000188820","441168","CALHM6","calcium homeostasis modulator family member 6",2.71990026445669,-0.0289789089542764,6.02479765672089,1.09224974732224e-06,0.000188012240091374,5.41754066685523
"ENSG00000111728","6489","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",1.98988572961854,2.66357037858822,6.02192645918727,1.10126251426286e-06,0.000188012240091374,5.53322285738523
"ENSG00000224478",NA,NA,NA,3.82633481755831,-4.66435335007678,6.02024534945392,1.106574283049e-06,0.000188012240091374,3.79458556844396
"ENSG00000227039","100505746","ITGB2-AS1","ITGB2 antisense RNA 1",3.66554954376348,2.792734383132,6.01596563110626,1.12021355063802e-06,0.000189043605680643,5.51742206136604
"ENSG00000205045","100506736","SLFN12L","schlafen family member 12 like",2.33271376001527,1.34403963780496,6.00380016343638,1.15991594574691e-06,0.000193035299922658,5.4608413359715
"ENSG00000181218","92815","H2AW","H2A.W histone",2.01084772528644,-0.217878066621828,6.00275588990462,1.16338929314677e-06,0.000193035299922658,5.28382795300567
"ENSG00000101342","140711","TLDC2","TBC/LysM-associated domain containing 2",1.50684722545197,2.19142750136182,5.99742929307656,1.18126963316495e-06,0.000193035299922658,5.46795213883515
"ENSG00000172493","4299","AFF1","AF4/FMR2 family member 1",-0.828294091621105,8.38910694899226,-5.99442253853101,1.19148461325128e-06,0.000193035299922658,5.30925818518343
"ENSG00000218422",NA,NA,NA,2.21643333135621,1.01571988627219,5.99442151058361,1.19148812070502e-06,0.000193035299922658,5.41659560190104
"ENSG00000269640",NA,NA,NA,1.97236576622909,1.41890884154867,5.99096812678722,1.20333026126399e-06,0.000193035299922658,5.43282361593797
"ENSG00000080200","131544","CRYBG3","crystallin beta-gamma domain containing 3",-1.1817326969074,4.9957575587461,-5.98787631775789,1.21403300575114e-06,0.000193035299922658,5.33524362580183
"ENSG00000121966","7852","CXCR4","C-X-C motif chemokine receptor 4",3.02229689694193,6.00370583662348,5.98764128758928,1.21485050513303e-06,0.000193035299922658,5.31322501139115
"ENSG00000254838","387751","GVINP1","GTPase, very large interferon inducible pseudogene 1",2.78521668316844,3.82545674803306,5.98649609956058,1.21884171811531e-06,0.000193035299922658,5.40192590054122
"ENSG00000124508","10385","BTN2A2","butyrophilin subfamily 2 member A2",1.35072939828977,4.51641978768421,5.98583396682097,1.22115540469971e-06,0.000193035299922658,5.3476092085099
"ENSG00000124507","29993","PACSIN1","protein kinase C and casein kinase substrate in neurons 1",2.38671017998193,0.0506393311065589,5.98187020609814,1.235098697487e-06,0.000194011478417833,5.28879933838544
"ENSG00000111801","10384","BTN3A3","butyrophilin subfamily 3 member A3",1.50187547441249,5.132604600543,5.97578739397731,1.25680848998302e-06,0.000196139759946895,5.29082525206056
"ENSG00000164251","2150","F2RL1","F2R like trypsin receptor 1",-1.02043621622767,2.76106162706436,-5.97357649297755,1.26479411021017e-06,0.000196139759946895,5.4014791967502
