"ENSEMBL","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000072163","55679","LIMS2","LIM zinc finger domain containing 2",-0.8009640168183,6.25829255553342,-3.64939588466572,0.000946256806158292,0.999849312069525,-3.12390328804556
"ENSG00000228624","101927768","HDAC2-AS2","HDAC2 and HS3ST5 antisense RNA 2",1.40179481666752,-1.11267503141636,3.6211711635645,0.00102179565403083,0.999849312069525,-4.34815429544711
"ENSG00000179913","10331","B3GNT3","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",2.33742983672384,-0.981639592088424,3.57395230951164,0.00116142303750547,0.999849312069525,-4.38811260829022
"ENSG00000162670","339479","BRINP3","BMP/retinoic acid inducible neural specific 3",-1.51057423035681,1.14219359778927,-3.56945077912197,0.00117566011541022,0.999849312069525,-4.15583711831372
"ENSG00000153930","162282","ANKFN1","ankyrin repeat and fibronectin type III domain containing 1",-1.86417156364821,-1.98302941368334,-3.56643082431148,0.00118530590920096,0.999849312069525,-4.41986431113258
"ENSG00000271557",NA,NA,NA,2.14362362942733,-3.94247845926794,3.54060546534957,0.00127098026588081,0.999849312069525,-4.49561061135628
"ENSG00000105523","54854","FAM83E","family with sequence similarity 83 member E",2.644362104796,-1.82301044589196,3.52059351092423,0.00134145731986281,0.999849312069525,-4.42784391658945
"ENSG00000040531","1497","CTNS","cystinosin, lysosomal cystine transporter",0.354542086470029,4.48174083635997,3.48528769742109,0.00147510630137659,0.999849312069525,-3.51326108909255
"ENSG00000177103","57453","DSCAML1","DS cell adhesion molecule like 1",-0.900920323677258,1.8701186524633,-3.43920257393888,0.00166900779379288,0.999849312069525,-4.05321641719503
"ENSG00000113889","3827","KNG1","kininogen 1",2.3517400413987,-3.91967370954302,3.43758425321171,0.0016762450660778,0.999849312069525,-4.51198853053932
"ENSG00000170786","195814","SDR16C5","short chain dehydrogenase/reductase family 16C member 5",2.33895924646832,-2.1273692064361,3.3929593153804,0.00188815350591529,0.999849312069525,-4.4613538890347
"ENSG00000174576","266743","NPAS4","neuronal PAS domain protein 4",-1.82795678425006,-2.06781349666039,-3.34919117167025,0.00212089678169067,0.999849312069525,-4.43826904517636
"ENSG00000171502","255631","COL24A1","collagen type XXIV alpha 1 chain",-1.1664879584238,1.40757809446837,-3.33196657555305,0.0022198508269198,0.999849312069525,-4.17765387245106
"ENSG00000267730",NA,NA,NA,-1.02244372813112,-1.10423731011213,-3.2848360536551,0.00251378149194058,0.999849312069525,-4.37089633533003
"ENSG00000198467","7169","TPM2","tropomyosin 2",-0.777843785443713,7.45055816412575,-3.2618438787257,0.00267037484647775,0.999849312069525,-3.36849555509346
"ENSG00000081052","1286","COL4A4","collagen type IV alpha 4 chain",0.467204302375848,6.51184822442164,3.23096649157819,0.00289541984816607,0.999849312069525,-3.39858847004791
"ENSG00000154146","4900","NRGN","neurogranin",-0.728071024234518,3.47345752734674,-3.2288611336136,0.00291140765625997,0.999849312069525,-3.81910879887348
"ENSG00000262979",NA,NA,NA,1.17720408265949,-1.60861495666158,3.19789700811977,0.00315651661700628,0.999849312069525,-4.41983671222986
"ENSG00000173821","57674","RNF213","ring finger protein 213",0.593599025823011,8.54373357016918,3.1963730104022,0.00316907575536972,0.999849312069525,-3.43351566118337
"ENSG00000236624",NA,NA,NA,-1.53902634429432,2.90393311054547,-3.19217689154425,0.0032039026548528,0.999849312069525,-3.99866513888865
"ENSG00000254512",NA,NA,NA,-1.96420475648266,-3.38839347606546,-3.19209495947675,0.00320458629743444,0.999849312069525,-4.50338914094546
"ENSG00000272180",NA,NA,NA,1.21643961821913,-0.45716961629156,3.18689959123301,0.00324822208584725,0.999849312069525,-4.34280880274762
"ENSG00000269965",NA,NA,NA,-1.05033869909233,-2.69040128399122,-3.17757011624082,0.00332800753146855,0.999849312069525,-4.47025486300254
"ENSG00000168079","286133","SCARA5","scavenger receptor class A member 5",-2.15110413847092,4.93098286631569,-3.17301536260506,0.00336763571028687,0.999849312069525,-3.61469708863531
"ENSG00000182795","79098","C1orf116","chromosome 1 open reading frame 116",0.893600900154369,3.85993681191066,3.15902187256042,0.00349221979153278,0.999849312069525,-3.78370562992571
"ENSG00000258181",NA,NA,NA,-2.0672486525844,-3.74824698316568,-3.1432436101601,0.00363796256795752,0.999849312069525,-4.53015444587075
"ENSG00000154263","10349","ABCA10","ATP binding cassette subfamily A member 10",-1.02811560942356,5.12963198266501,-3.14018405618668,0.0036668864177574,0.999849312069525,-3.59136450360486
"ENSG00000129514","3169","FOXA1","forkhead box A1",2.38452926456261,-2.65621896352213,3.10614192156293,0.00400383815017847,0.999849312069525,-4.47866885377744
"ENSG00000196878","3914","LAMB3","laminin subunit beta 3",1.46985820765996,2.06743263629994,3.09959388886432,0.00407194301069255,0.999849312069525,-4.17968075717308
"ENSG00000187922","414332","LCN10","lipocalin 10",-1.26891424949781,4.32330845226847,-3.08786243547704,0.00419672305807815,0.999849312069525,-3.80670064076487
"ENSG00000109743","683","BST1","bone marrow stromal cell antigen 1",-0.901179696157121,2.10694102032571,-3.05591425543705,0.00455521837309923,0.999849312069525,-4.14515926350209
"ENSG00000069812","54626","HES2","hes family bHLH transcription factor 2",2.3031113763678,-3.32265841705516,3.04158169467909,0.00472532385443756,0.999849312069525,-4.51477528777219
"ENSG00000172987","60495","HPSE2","heparanase 2 (inactive)",-2.14348491154778,-4.34116580232716,-3.03332917443322,0.00482598392470532,0.999849312069525,-4.52392034096609
"ENSG00000144191","1261","CNGA3","cyclic nucleotide gated channel subunit alpha 3",2.393278542652,-3.56262086600408,3.03312070508806,0.00482855286588892,0.999849312069525,-4.50562335848622
"ENSG00000185499","4582","MUC1","mucin 1, cell surface associated",1.28033732201972,6.02855769609114,3.03160042551427,0.00484732631386924,0.999849312069525,-3.56351273271931
"ENSG00000000971","3075","CFH","complement factor H",-0.702542594222524,7.90683250331501,-3.02627336836754,0.00491365587968674,0.999849312069525,-3.53490895438379
"ENSG00000180828","27319","BHLHE22","basic helix-loop-helix family member e22",-0.778544266864901,1.22346327215811,-3.02058780730298,0.00498539786270355,0.999849312069525,-4.27483959643808
"ENSG00000170423","196374","KRT78","keratin 78",1.75086148381692,-2.1963394930812,3.02010246447356,0.0049915678142179,0.999849312069525,-4.456080345878
"ENSG00000099812","126353","MISP","mitotic spindle positioning",2.099418695604,-1.59153670979894,3.01871938655847,0.00500918998660402,0.999849312069525,-4.44567428188381
"ENSG00000108846","8714","ABCC3","ATP binding cassette subfamily C member 3",1.49585990666673,6.07604962941772,3.01839848578723,0.00501328708630497,0.999849312069525,-3.57278405570604
"ENSG00000138670","153020","RASGEF1B","RasGEF domain family member 1B",-0.57818240909876,3.18198776726929,-3.01115878988409,0.00510656792436793,0.999849312069525,-4.03153956655972
"ENSG00000272646",NA,NA,NA,-1.05552239900509,-2.06457794453273,-3.00381564667979,0.00520285920423905,0.999849312069525,-4.46215644209036
"ENSG00000186998","129080","EMID1","EMI domain containing 1",-0.953312203193217,4.38989880143032,-3.00368728383211,0.00520455762675357,0.999849312069525,-3.74727508178377
"ENSG00000259974","140828","LINC00261","long intergenic non-protein coding RNA 261",2.12524668875358,-2.03519794204992,2.99069993514808,0.00537913765131565,0.999849312069525,-4.44881038750034
"ENSG00000163815","7123","CLEC3B","C-type lectin domain family 3 member B",-1.08439918030683,3.60095919125416,-2.98855621757374,0.00540848167073685,0.999849312069525,-3.92422320766149
"ENSG00000244073",NA,NA,NA,1.18540763707647,-1.93305733335548,2.98452278721242,0.00546410373768301,0.999849312069525,-4.45695860610542
"ENSG00000162706","57863","CADM3","cell adhesion molecule 3",-0.991486458661992,2.26367646634948,-2.96161566027105,0.00579039908729805,0.999849312069525,-4.18551165791547
"ENSG00000170703","284076","TTLL6","tubulin tyrosine ligase like 6",-1.38774088302688,-0.993787542210419,-2.95016616242705,0.00596030781769633,0.999849312069525,-4.41310248012207
"ENSG00000144891","185","AGTR1","angiotensin II receptor type 1",-1.30284996774855,3.68811906947146,-2.93961086318723,0.0061211074045163,0.999849312069525,-3.91016662609301
"ENSG00000196188","1510","CTSE","cathepsin E",1.225632087064,3.77042199081972,2.93683813141727,0.0061640212806194,0.999849312069525,-3.9642001918265
"ENSG00000254343",NA,NA,NA,-0.528875539547276,2.53264215057532,-2.93028626755935,0.00626655574879267,0.999849312069525,-4.0973134446335
"ENSG00000122756","1271","CNTFR","ciliary neurotrophic factor receptor",-1.1091088837619,3.85522533312994,-2.92766967255631,0.00630795239501146,0.999849312069525,-3.89621947497612
"ENSG00000254907",NA,NA,NA,1.9024711938069,-3.84113489652996,2.91932472311425,0.00644170558951275,0.999849312069525,-4.52479121447361
"ENSG00000101883","158800","RHOXF1","Rhox homeobox family member 1",-1.95757121471632,-0.852354395871595,-2.91635696515779,0.0064899141018196,0.999849312069525,-4.4408248338521
"ENSG00000149927","8448","DOC2A","double C2 domain alpha",-1.06137618317348,0.394739822379333,-2.91611973523645,0.00649378232674936,0.999849312069525,-4.3612474173321
"ENSG00000139514","6541","SLC7A1","solute carrier family 7 member 1",0.702392110560544,4.99241008902893,2.91300646563301,0.00654474849194454,0.999849312069525,-3.71715855249832
"ENSG00000154736","11096","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5",-0.881517413469809,4.81546476000381,-2.91270572660197,0.00654969169287838,0.999849312069525,-3.73176381071348
"ENSG00000163072","115677","NOSTRIN","nitric oxide synthase trafficking",-0.723989672715271,4.38986065492732,-2.91087171901505,0.00657991322259055,0.999849312069525,-3.82861242079306
"ENSG00000102554","688","KLF5","Kruppel like factor 5",0.553150059190383,5.35520632429812,2.89622972655535,0.00682594451814296,0.999849312069525,-3.6658328738906
"ENSG00000144339","23671","TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2",-1.12564396067002,-1.16790082117881,-2.889665118481,0.00693904015454187,0.999849312069525,-4.4244043368798
"ENSG00000273108",NA,NA,NA,1.14147236681341,-1.46451726754935,2.88631374073676,0.00699745576261975,0.999849312069525,-4.45648517158288
"ENSG00000136689","3557","IL1RN","interleukin 1 receptor antagonist",0.866455229131365,1.55443056432705,2.88506353042536,0.00701936561347129,0.999849312069525,-4.25149797671649
"ENSG00000203930","286411","LINC00632","long intergenic non-protein coding RNA 632",-1.01551819483393,-0.383576068584402,-2.87486306818242,0.00720055505001682,0.999849312069525,-4.38869644031813
"ENSG00000106927","259","AMBP","alpha-1-microglobulin/bikunin precursor",1.45049438069034,-0.945794552451991,2.87265270428273,0.00724039306814912,0.999849312069525,-4.41722142978907
"ENSG00000249363",NA,NA,NA,1.39734976025305,-2.88159759932225,2.87160002788573,0.00725943852691492,0.999849312069525,-4.50041370370092
"ENSG00000258558",NA,NA,NA,-1.02376811793107,-2.73729082118093,-2.86972896552923,0.00729340688819855,0.999849312069525,-4.4967523895845
"ENSG00000133488","284904","SEC14L4","SEC14 like lipid binding 4",-1.52405341710594,-3.07228931927214,-2.86920047047248,0.0073030285291929,0.999849312069525,-4.51037838841326
"ENSG00000151715","120224","TMEM45B","transmembrane protein 45B",0.891394464067025,3.54509678158644,2.84562626495266,0.00774455344285434,0.999849312069525,-4.00766335098741
"ENSG00000187605","200424","TET3","tet methylcytosine dioxygenase 3",0.542476548765242,4.73006087005989,2.84355224413853,0.00778457500341326,0.999849312069525,-3.81252836056362
"ENSG00000203799","221262","CCDC162P","coiled-coil domain containing 162, pseudogene",-0.932437829333297,-0.412035347301581,-2.84335283065767,0.00778843322173735,0.999849312069525,-4.39602297602778
"ENSG00000167767","144501","KRT80","keratin 80",1.596278556351,1.36605892452642,2.84185376517751,0.00781749441123298,0.999849312069525,-4.27167318246423
"ENSG00000144278","114805","GALNT13","polypeptide N-acetylgalactosaminyltransferase 13",1.81983799170582,-3.3971429927617,2.83958550367092,0.00786166099612806,0.999849312069525,-4.50915327618928
"ENSG00000149970","22866","CNKSR2","connector enhancer of kinase suppressor of Ras 2",-0.847627524955984,1.89237826802055,-2.83780426670659,0.00789650851989865,0.999849312069525,-4.2346825780767
"ENSG00000256508","101928200","MRGPRF-AS1","MRGPRF antisense RNA 1",-1.45107381729306,-1.75264181370146,-2.83725767106616,0.00790723096917922,0.999849312069525,-4.47370442323944
"ENSG00000156675","80223","RAB11FIP1","RAB11 family interacting protein 1",0.511797928184333,5.94589788316803,2.83130754659119,0.00802484058063499,0.999849312069525,-3.69287297383691
"ENSG00000177462","343172","OR2T8","olfactory receptor family 2 subfamily T member 8",-1.00490730555761,-1.4979783088258,-2.8307482241086,0.00803598008582696,0.999849312069525,-4.44358581562364
"ENSG00000163898","200879","LIPH","lipase H",1.45022643158905,-0.87417171994462,2.82830963994474,0.00808471680804664,0.999849312069525,-4.45076674321778
"ENSG00000126259","84063","KIRREL2","kirre like nephrin family adhesion molecule 2",2.42373243439482,-3.30894811315081,2.82563107669524,0.00813856913772726,0.999849312069525,-4.52653752058227
"ENSG00000231104",NA,NA,NA,1.73702866516402,-2.23669054367291,2.82518905147687,0.00814748830033894,0.999849312069525,-4.49091568736267
"ENSG00000155189","55326","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5",0.386512546452937,3.87675009978089,2.82378729374025,0.008175833565869,0.999849312069525,-3.94882391190819
"ENSG00000177459","203111","ERICH5","glutamate rich 5",1.45662328932886,-1.80270638446881,2.8207594772011,0.00823737564964385,0.999849312069525,-4.4635969000895
"ENSG00000171345","3880","KRT19","keratin 19",1.12970236861042,4.73170033872866,2.82029442646821,0.00824686646159894,0.999849312069525,-3.8377204164212
"ENSG00000267183",NA,NA,NA,0.993792343247415,-1.64140560162781,2.8160272526399,0.00833443135680187,0.999849312069525,-4.44838681156378
"ENSG00000260412",NA,NA,NA,-1.31613558430377,-0.192808150055232,-2.80686040050735,0.00852549587706482,0.999849312069525,-4.37338461346904
"ENSG00000272573","389125","MUSTN1","musculoskeletal, embryonic nuclear protein 1",-0.786209082995475,3.83177200898764,-2.80502025756359,0.00856434125354785,0.999849312069525,-3.97250439313517
"ENSG00000086548","4680","CEACAM6","CEA cell adhesion molecule 6",1.65091833437562,-1.41097838798996,2.80426718312989,0.00858028640072559,0.999849312069525,-4.44435496062059
"ENSG00000112837","9096","TBX18","T-box transcription factor 18",-0.981127291809266,2.57038361954213,-2.80086633043677,0.00865264098100739,0.999849312069525,-4.17464075099664
"ENSG00000039537","729","C6","complement C6",-1.15200957420924,2.65817944622902,-2.79466167117208,0.00878612215570553,0.999849312069525,-4.17871192476992
"ENSG00000013619","10046","MAMLD1","mastermind like domain containing 1",-0.607337953729233,2.73507468551518,-2.79422842291798,0.00879551429587189,0.999849312069525,-4.14008662941224
"ENSG00000135373","26298","EHF","ETS homologous factor",1.17331648947683,1.34242316030384,2.79285893070546,0.00882526458232396,0.999849312069525,-4.29555569621992
"ENSG00000171388","8862","APLN","apelin",2.30567830683825,0.5844867695563,2.79230261447092,0.00883737665236343,0.999849312069525,-4.34386111366083
"ENSG00000177363","221091","LRRN4CL","LRRN4 C-terminal like",-1.26834122954095,2.64276628554045,-2.79040951340295,0.00887870975963537,0.999849312069525,-4.11626470737707
"ENSG00000181826","768211","RELL1","RELT like 1",0.549632305282956,2.75619178185159,2.79001034072384,0.008887448182562,0.999849312069525,-4.11425837450257
"ENSG00000228463",NA,NA,NA,-1.13295751070234,-0.568864656775211,-2.78897044145126,0.00891025078167569,0.999849312069525,-4.40488216030135
"ENSG00000139675","144983","HNRNPA1L2","heterogeneous nuclear ribonucleoprotein A1 like 2",-0.360897995338862,3.48554601595549,-2.78524811147881,0.00899232247237581,0.999849312069525,-4.04054351562146
"ENSG00000103888","57214","CEMIP","cell migration inducing hyaluronidase 1",0.881987109480791,3.04707212539133,2.78281189973124,0.00904641963016023,0.999849312069525,-4.10894469750817
"ENSG00000164946","158326","FREM1","FRAS1 related extracellular matrix 1",-1.28871559951996,1.12017343291963,-2.78213353775489,0.00906153706534177,0.999849312069525,-4.31226387063865
"ENSG00000167757","11012","KLK11","kallikrein related peptidase 11",2.46846817101986,-2.23883659555838,2.77554669538132,0.00920956002485598,0.999849312069525,-4.48166980167088
"ENSG00000137731","486","FXYD2","FXYD domain containing ion transport regulator 2",-0.959241425449788,0.425173246554589,-2.77228578490686,0.00928367493800415,0.999849312069525,-4.3615714910284
"ENSG00000258117",NA,NA,NA,-2.06055693555474,-1.62491715624576,-2.76972033579026,0.00934237476943421,0.999849312069525,-4.45554492419516
"ENSG00000144596","80852","GRIP2","glutamate receptor interacting protein 2",-1.00436488987506,2.42188120623427,-2.76644102173678,0.00941791376576679,0.999849312069525,-4.21151610313464
"ENSG00000267646",NA,NA,NA,1.73900792142438,-4.12828800182481,2.76379170774232,0.00947935721844692,0.999849312069525,-4.53055887379344
"ENSG00000235499",NA,NA,NA,1.37882213745508,-2.22263720923646,2.75772582449664,0.00962145201215274,0.999849312069525,-4.49626604080667
"ENSG00000140481","80125","CCDC33","coiled-coil domain containing 33",1.69583745076394,-3.18768364326079,2.75630896620082,0.00965492773423279,0.999849312069525,-4.51252938074414
"ENSG00000181444","168544","ZNF467","zinc finger protein 467",-0.502652518250533,4.74018557979131,-2.75560170375812,0.00967167871035731,0.999849312069525,-3.83426480048722
"ENSG00000250238",NA,NA,NA,2.10215129688685,-5.27824241547546,2.75324783242281,0.00972762409165027,0.999849312069525,-4.54654899111443
"ENSG00000133636","4922","NTS","neurotensin",-1.52266143020721,-1.72201674754837,-2.75155126814508,0.00976813426666565,0.999849312069525,-4.47109160088629
"ENSG00000162438","11330","CTRC","chymotrypsin C",1.43833258231411,-0.749496514656531,2.7498663864909,0.00980852136217765,0.999849312069525,-4.41874492929149
"ENSG00000102230","9468","PCYT1B","phosphate cytidylyltransferase 1, choline, beta",-1.32686846787581,-2.86598851161216,-2.74827687034187,0.0098467654047191,0.999849312069525,-4.50141866263415
"ENSG00000263006","727758","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1",1.31831956650722,1.0532011258755,2.74578248067925,0.0099070616384952,0.999849312069525,-4.33061761279933
"ENSG00000160318","125875","CLDND2","claudin domain containing 2",-0.951182826617068,0.655237794988268,-2.74378574404689,0.00995557643736288,0.999849312069525,-4.35571554002723
"ENSG00000196378","80778","ZNF34","zinc finger protein 34",-0.34335439159906,3.65577310114934,-2.74335388896432,0.00996609836621788,0.999849312069525,-4.00909082326464
"ENSG00000220744",NA,NA,NA,1.29143706710333,-2.97298926668987,2.74251141853266,0.009986654610594,0.999849312069525,-4.50624792444355
"ENSG00000231663","101927765","COA6-AS1","COA6 antisense RNA 1",-0.62911816892394,1.27258101524862,-2.73858789038603,0.010082910879722,0.999849312069525,-4.29459993368348
"ENSG00000204967","56144","PCDHA4","protocadherin alpha 4",1.31375503849672,-2.67693248877838,2.73691528279196,0.0101242077301632,0.999849312069525,-4.50742608158287
"ENSG00000238258",NA,NA,NA,-1.34328644033326,-3.0907693153695,-2.7366817879486,0.0101299852786074,0.999849312069525,-4.51686582874614
"ENSG00000248406",NA,NA,NA,-0.803001059895412,-0.575739987010899,-2.73649196347155,0.0101346845233129,0.999849312069525,-4.42996988956558
"ENSG00000143125","84432","PROK1","prokineticin 1",-2.17078942328318,-4.04381357542943,-2.73625100484458,0.0101406525610858,0.999849312069525,-4.53232131627712
"ENSG00000169282","7881","KCNAB1","potassium voltage-gated channel subfamily A member regulatory beta subunit 1",-0.858460923005536,4.44243499966417,-2.73605408101168,0.0101455323844078,0.999849312069525,-3.86441734522742
"ENSG00000203727","389432","SAMD5","sterile alpha motif domain containing 5",-1.00694951487222,2.43890222349734,-2.7351860428737,0.0101670687174873,0.999849312069525,-4.16859987506475
"ENSG00000270346",NA,NA,NA,0.906987171759567,1.8467639964781,2.73385151572314,0.0102002620115413,0.999849312069525,-4.26834302818741
"ENSG00000273035",NA,NA,NA,-1.17875189047378,-2.27769674835859,-2.73201925393248,0.0102460000097692,0.999849312069525,-4.48278796792737
"ENSG00000077942","2192","FBLN1","fibulin 1",-1.05312893673649,8.1528035559559,-2.73172333197854,0.0102534049063848,0.999849312069525,-3.73650761383817
"ENSG00000258769",NA,NA,NA,1.45138123012369,-1.3217503527267,2.72881952461587,0.0103263325572717,0.999849312069525,-4.46239035043261
"ENSG00000146072","27242","TNFRSF21","TNF receptor superfamily member 21",0.81595560647048,3.69904620329708,2.72485087637627,0.0104267856624695,0.999849312069525,-4.03886657494649
"ENSG00000145708","1393","CRHBP","corticotropin releasing hormone binding protein",-1.37080096746378,2.3516664662132,-2.72306723575975,0.0104722286907479,0.999849312069525,-4.18850129160108
"ENSG00000105388","1048","CEACAM5","CEA cell adhesion molecule 5",3.40723937786823,-2.60824907408862,2.71564773867994,0.0106632487446815,0.999849312069525,-4.50507645772811
"ENSG00000242267",NA,NA,NA,-1.34407564471652,-0.66100396452501,-2.71390268229262,0.010708645631269,0.999849312069525,-4.43109635592258
"ENSG00000224511","100874146","LINC00365","long intergenic non-protein coding RNA 365",1.94733768092904,-4.16419227269382,2.71077424358421,0.0107904816801754,0.999849312069525,-4.53661917808716
"ENSG00000167644","64073","C19orf33","chromosome 19 open reading frame 33",0.930972929620518,2.33898117973653,2.7105963979969,0.010795151354786,0.999849312069525,-4.20204515781732
"ENSG00000248383","56135","PCDHAC1","protocadherin alpha subfamily C, 1",1.0976171671467,-1.51287772196772,2.70958156060661,0.0108218338813813,0.999849312069525,-4.45387544286333
"ENSG00000184350","116534","MRGPRE","MAS related GPR family member E",1.86807962063365,-2.30952546792042,2.70885159855278,0.0108410643182937,0.999849312069525,-4.49931388911398
"ENSG00000269190","115290","FBXO17","F-box protein 17",-0.594269891657283,3.43944977973501,-2.70822156469454,0.0108576877898721,0.999849312069525,-4.07340860273759
"ENSG00000137726","53826","FXYD6","FXYD domain containing ion transport regulator 6",-0.612612070806287,5.49251548094182,-2.70783591143918,0.010867874978887,0.999849312069525,-3.78755023790048
"ENSG00000164171","3673","ITGA2","integrin subunit alpha 2",0.65781369497576,3.3431533074178,2.70465291783007,0.0109522956254231,0.999849312069525,-4.09569341004981
"ENSG00000183486","4600","MX2","MX dynamin like GTPase 2",-0.787124442318296,3.95334098353248,-2.70230379811747,0.0110149911303737,0.999849312069525,-4.04664215053957
"ENSG00000119523","85365","ALG2","ALG2 alpha-1,3/1,6-mannosyltransferase",0.270919468486135,5.04158769577256,2.69618726447268,0.0111798059766428,0.999849312069525,-3.84427143968745
"ENSG00000229587",NA,NA,NA,1.3392917413112,-3.65344897308692,2.69486908044344,0.0112156248165077,0.999849312069525,-4.52913530197884
"ENSG00000232821",NA,NA,NA,1.57932434073813,-3.69963745821306,2.6908898200203,0.0113244015491357,0.999849312069525,-4.52884683295219
"ENSG00000183307","27439","TMEM121B","transmembrane protein 121B",1.36519175807616,-1.25803538549074,2.69088179816569,0.0113246218218948,0.999849312069525,-4.47639503148153
"ENSG00000176049","9832","JAKMIP2","janus kinase and microtubule interacting protein 2",1.34494877156785,-1.26488866512434,2.68797052139763,0.0114048265570453,0.999849312069525,-4.47995179777314
"ENSG00000176236","221060","RPP38-DT","RPP38 divergent transcript",-0.942150439581133,-0.341096464958715,-2.68795780797497,0.0114051779636511,0.999849312069525,-4.4190088732737
"ENSG00000124749","81578","COL21A1","collagen type XXI alpha 1 chain",-0.871837724438886,2.27543036266799,-2.68700494602456,0.0114315443217428,0.999849312069525,-4.21665296644914
"ENSG00000242661",NA,NA,NA,1.41311606427089,-3.70965896470409,2.68660595874198,0.0114426014104839,0.999849312069525,-4.53223214987988
"ENSG00000182463","128553","TSHZ2","teashirt zinc finger homeobox 2",-0.642120356856384,4.36821459224909,-2.6852421699293,0.0114804710886315,0.999849312069525,-3.95654436070258
"ENSG00000187546","392636","AGMO","alkylglycerol monooxygenase",-0.743448611696257,-0.456654175349401,-2.68205393797018,0.011569457108116,0.999849312069525,-4.4119820391932
"ENSG00000126218","2159","F10","coagulation factor X",-0.751629567209694,2.97474674498541,-2.67684357698578,0.01171626394417,0.999849312069525,-4.14947462037659
"ENSG00000189433","127534","GJB4","gap junction protein beta 4",2.25426160442699,-4.40035820968968,2.67653264405739,0.0117250792940786,0.999849312069525,-4.54570387716728
"ENSG00000134201","2949","GSTM5","glutathione S-transferase mu 5",-1.13016500208604,3.33337698111848,-2.6764905340754,0.011726273640335,0.999849312069525,-4.12628671771122
"ENSG00000214688","414152","C10orf105","chromosome 10 open reading frame 105",-1.52278599802633,-3.34390544454587,-2.66743933406104,0.0119856289965442,0.999849312069525,-4.53184247967324
"ENSG00000273174",NA,NA,NA,1.16557786058932,-1.5647098325113,2.65895362871326,0.0122336109359663,0.999849312069525,-4.47761600018224
"ENSG00000152503","55521","TRIM36","tripartite motif containing 36",0.743481858347238,-0.702055988089556,2.6588581406439,0.0122364283431522,0.999849312069525,-4.44379123600483
"ENSG00000214659",NA,NA,NA,1.44796738110445,-2.19668043187842,2.65875810830946,0.01223938047649,0.999849312069525,-4.49062691653365
"ENSG00000253326",NA,NA,NA,1.43060056578993,-2.4780266006155,2.65278103673491,0.0124169794408012,0.999849312069525,-4.51835251404715
"ENSG00000186377","260293","CYP4X1","cytochrome P450 family 4 subfamily X member 1",-0.799257675790073,3.10942894249051,-2.65160044982907,0.0124523403226887,0.999849312069525,-4.13657333348242
"ENSG00000260903","343702","XKR7","XK related 7",2.00158536218933,-4.21646104950927,2.6497466930484,0.012508052572555,0.999849312069525,-4.53942508632398
"ENSG00000163347","9076","CLDN1","claudin 1",1.55232108377628,4.21096884146971,2.64858605922299,0.0125430515568519,0.999849312069525,-4.02660141155423
"ENSG00000170801","94031","HTRA3","HtrA serine peptidase 3",-0.904189522418238,5.3191178724085,-2.64670040091137,0.0126001074853884,0.999849312069525,-3.82770621580287
"ENSG00000244380",NA,NA,NA,0.858163408984943,-1.2624348389726,2.64059195307499,0.0127865932791856,0.999849312069525,-4.46126988818276
